,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
4026,2.01,4,2,4,60.3,62.0,8.13,8.08,4.89,16264.28700600773
4027,0.3,3,4,3,62.8,56.0,4.28,4.32,2.7,464.9696291174192
4028,0.3,3,2,6,60.1,63.0,4.28,4.31,2.58,535.223514646385
4029,1.01,1,3,2,65.4,59.0,6.3,6.26,4.11,3127.6256872542795
4030,0.34,5,4,3,61.2,57.0,4.53,4.56,2.78,618.0077585187929
4031,0.73,1,2,5,55.9,66.0,6.11,6.01,3.39,2354.9406084638713
4032,0.72,5,2,5,60.7,57.0,5.78,5.81,3.51,2676.6347267559922
4033,0.31,5,6,4,62.0,55.0,4.37,4.34,2.7,667.1106731758033
4034,1.53,5,6,3,62.3,54.2,7.35,7.38,4.59,11737.407185741473
4035,0.25,3,6,6,61.9,59.0,3.99,4.02,2.48,514.7519156896493
4036,0.4,2,5,3,63.6,57.0,4.7,4.67,2.98,817.7795892932539
4037,1.21,3,5,3,59.4,56.0,6.95,7.0,4.14,6832.093778966544
4038,1.0,4,6,2,60.4,60.0,6.49,6.46,3.91,4246.804985996904
4039,1.02,3,5,3,62.1,63.0,6.48,6.36,3.99,4953.1852928005665
4040,0.71,2,5,2,64.5,55.6,5.58,5.61,3.6,1982.8457874823544
4041,0.41,3,5,6,62.9,54.0,4.7,4.74,2.97,1242.1028801135813
4042,1.5,4,6,2,62.7,56.0,7.38,7.33,4.61,9111.526904024518
4043,0.9,3,3,4,62.1,57.0,6.16,6.23,3.85,3900.038740863803
4044,0.36,5,6,3,61.6,56.0,4.56,4.59,2.82,770.0125481152555
4045,1.05,4,4,8,60.6,60.0,6.57,6.59,3.99,8093.723114106636
4046,0.34,5,4,4,61.0,57.0,4.48,4.5,2.74,709.5103675911038
4047,1.18,4,6,2,62.5,60.0,6.74,6.7,4.2,5799.563670524532
4048,1.03,4,7,2,61.8,60.0,6.45,6.42,3.98,4685.672442171325
4049,0.32,5,4,4,62.4,55.0,4.36,4.39,2.73,632.9785298892566
4050,1.08,5,6,6,61.0,56.0,6.64,6.67,4.06,8496.878934954759
4051,0.73,5,1,3,61.8,56.0,5.78,5.81,3.58,1774.2719969080101
4052,1.1,5,5,2,60.4,55.0,6.77,6.73,4.08,4935.570053484545
4053,1.72,4,2,6,62.7,58.0,7.6,7.54,4.75,14735.069239324144
4054,1.0,4,5,3,61.6,61.0,6.37,6.3,3.9,4905.110952834949
4055,0.92,5,3,3,61.6,56.0,6.21,6.25,3.84,3717.9605448274356
4056,0.75,5,6,3,61.4,56.0,5.83,5.89,3.6,3066.3959828978855
4057,0.72,4,5,5,58.8,60.0,5.91,5.89,3.47,3376.9481260660364
4058,1.2,4,4,2,59.9,59.0,6.92,6.98,4.16,5350.192610184697
4059,0.61,5,5,6,61.8,55.0,5.43,5.47,3.37,2755.759290080487
4060,0.31,5,6,4,61.4,54.0,4.41,4.38,2.7,667.1106731758033
4061,0.52,3,5,6,58.9,60.0,5.23,5.3,3.1,1943.0768135542264
4062,0.23,3,7,7,59.7,58.0,3.97,4.04,2.39,494.41670147769196
4063,0.3,3,4,5,60.2,62.0,4.3,4.31,2.59,594.1577030806795
4064,0.84,3,7,3,59.2,59.0,6.18,6.21,3.67,3772.2697894282646
4065,0.77,5,6,2,62.1,56.0,5.84,5.86,3.63,2652.3506501097904
4066,2.14,4,5,2,58.2,61.0,8.5,8.45,4.93,16912.453484734036
4067,1.01,3,3,7,60.6,56.0,6.5,6.53,3.95,6338.696367476198
4068,0.35,4,6,3,59.7,60.0,4.58,4.53,2.72,714.8092317458165
4069,1.5,4,2,6,60.2,58.0,7.5,7.34,4.47,11388.044871558204
4070,0.52,5,5,8,60.3,60.0,5.24,5.27,3.17,2342.5258551886664
4071,1.19,5,3,5,62.5,54.0,6.78,6.82,4.25,7712.443671773588
4072,0.3,4,1,5,62.6,58.0,4.27,4.32,2.69,416.0234932808307
4073,0.53,4,6,3,61.8,60.0,5.21,5.18,3.21,1561.2386640049274
4074,0.91,5,7,6,62.0,54.0,6.2,6.25,3.86,6423.3237620399095
4075,0.59,3,6,4,60.8,57.0,5.37,5.42,3.28,2133.868290132521
4076,2.01,3,3,1,58.1,63.0,8.3,8.19,4.79,9100.943640571259
4077,0.92,1,6,3,65.6,57.0,6.1,6.07,3.99,3861.7787798098475
4078,0.8,5,4,4,62.2,56.0,5.94,5.87,3.67,3552.9964120891937
4079,1.42,4,5,2,59.7,57.0,7.33,7.3,4.37,7813.543224575573
4080,0.46,3,5,2,61.5,56.0,4.98,5.01,3.07,910.4328977603183
4081,0.38,5,5,4,61.2,57.0,4.64,4.67,2.85,930.55399124371
4082,0.93,4,3,4,60.3,61.0,6.39,6.25,3.81,4264.179100847027
4083,1.2,3,2,4,61.7,59.0,6.83,6.88,4.23,5991.342162866893
4084,0.82,3,4,3,63.4,55.0,6.0,5.93,3.78,3087.381362531697
4085,0.54,4,6,3,62.2,58.0,5.26,5.23,3.26,1617.1597902207204
4086,1.02,3,2,4,59.3,59.0,6.57,6.62,3.91,4412.0497477492745
4087,0.4,5,5,4,60.6,55.0,4.82,4.78,2.91,1024.9001955825875
4088,0.31,3,2,4,60.7,61.0,4.32,4.34,2.63,468.630060635059
4089,0.72,5,4,5,61.2,57.0,5.76,5.79,3.53,3243.0899380095916
4090,1.71,3,3,5,62.0,56.0,7.64,7.68,4.75,14534.280890301847
4091,1.61,3,6,3,62.3,57.0,7.43,7.47,4.64,12303.121589948885
4092,0.52,5,4,2,61.6,55.0,5.16,5.19,3.19,1132.0987679761986
4093,0.5,5,5,6,62.1,58.0,5.07,5.11,3.16,1895.181156142255
4094,0.72,4,3,3,62.5,57.0,5.73,5.67,3.56,2294.0691647437366
4095,0.46,3,6,3,59.3,63.0,5.09,5.02,3.0,1163.302751331435
4096,1.2,5,3,5,61.9,57.0,6.77,6.73,4.18,7834.915386480331
4097,0.3,3,7,3,63.4,54.0,4.31,4.27,2.72,542.9172907573113
4098,0.41,2,5,3,63.9,56.0,4.68,4.74,3.01,856.6949359781499
4099,1.51,4,3,3,58.0,59.0,7.57,7.54,4.38,9250.599046542751
4100,0.53,5,7,3,61.6,56.0,5.2,5.23,3.21,1664.5001552606957
4101,0.54,5,7,3,61.5,56.0,5.23,5.25,3.22,1724.1199465293591
4102,0.9,3,4,4,62.4,61.0,6.13,6.17,3.84,4223.481045884123
4103,1.05,5,6,6,62.4,56.0,6.49,6.52,4.06,8057.967142516908
4104,1.02,5,5,2,61.4,56.0,6.5,6.47,3.98,4281.52530088973
4105,1.15,4,4,2,62.7,58.0,6.71,6.69,4.2,4938.220945435326
4106,0.86,1,4,5,64.6,58.8,5.95,6.04,3.87,3884.6586993637097
4107,0.54,5,4,5,61.3,57.0,5.25,5.28,3.23,1886.8420009916067
4108,1.27,5,1,2,61.2,56.0,6.99,6.95,4.27,4142.479318802651
4109,0.7,3,4,4,63.3,56.0,5.59,5.66,3.56,2631.3772931172984
4110,0.91,2,3,6,65.5,57.0,6.01,6.11,3.97,4653.380946415355
4111,0.39,5,6,5,62.3,57.0,4.67,4.64,2.9,1143.989205654525
4112,0.41,4,5,6,62.4,58.0,4.76,4.7,2.95,1276.7723304886922
4113,0.38,4,6,5,60.7,59.0,4.65,4.7,2.84,1066.3734890071396
4114,1.1,3,7,2,61.1,58.0,6.61,6.69,4.06,5159.144524313393
4115,0.5,2,3,7,63.5,58.0,4.98,5.03,3.18,1622.7845606100277
4116,0.24,3,6,6,62.1,59.0,3.95,4.0,2.47,476.6722149164748
4117,1.0,2,7,8,63.3,59.0,6.33,6.37,4.02,8067.841123008539
4118,1.88,3,2,4,62.2,57.0,7.79,7.86,4.87,13951.104752965415
4119,1.53,4,1,7,61.6,58.0,7.4,7.37,4.55,10505.150592796268
4120,2.11,4,1,2,60.7,60.0,8.27,8.2,5.0,10545.914395175756
4121,0.79,5,4,3,61.1,57.0,5.98,5.93,3.64,3022.3510014425224
4122,1.0,5,4,3,62.4,56.0,6.41,6.34,3.98,4710.6782165739905
4123,0.31,5,7,3,62.7,56.0,4.32,4.36,2.72,606.4205373723281
4124,0.4,3,6,7,61.2,61.0,4.7,4.74,2.89,1342.8519947159525
4125,1.07,5,4,2,61.1,57.0,6.61,6.65,4.05,4404.421941421142
4126,0.3,4,3,5,62.3,58.0,4.26,4.28,2.66,563.9699928705253
4127,1.01,4,7,2,58.0,60.0,6.58,6.53,3.8,4515.845181241082
4128,0.71,3,3,2,61.8,58.0,5.67,5.73,3.52,1789.3656166653288
4129,0.51,4,4,2,60.8,59.0,5.2,5.19,3.16,1068.3988063200038
4130,0.3,2,4,6,63.2,57.0,4.23,4.28,2.69,623.8126604982779
4131,0.75,5,6,4,62.0,56.0,5.82,5.85,3.62,3520.408459305134
4132,0.62,3,6,5,60.1,56.0,5.56,5.58,3.35,2607.5516035502064
4133,0.41,2,6,3,63.9,58.0,4.72,4.7,3.01,901.0633962924771
4134,0.38,3,3,5,61.3,54.0,4.68,4.7,2.88,856.2164383267537
4135,1.4,4,7,5,62.8,58.0,7.17,7.07,4.47,12963.215200449364
4136,0.32,4,2,4,62.2,59.0,4.35,4.37,2.71,511.38193637419295
4137,0.91,4,3,4,61.8,60.0,6.22,6.18,3.83,4093.1694239497397
4138,0.4,4,6,7,61.4,59.0,4.68,4.74,2.89,1380.333544221469
4139,1.52,3,7,2,59.1,58.0,7.45,7.48,4.41,9484.317152710224
4140,1.03,4,6,2,62.0,59.0,6.42,6.49,4.0,4489.842379549487
4141,0.57,3,6,2,58.8,57.3,5.42,5.46,3.21,1433.802980954064
4142,0.59,3,6,4,61.7,60.0,5.36,5.4,3.32,2133.868290132521
4143,1.0,1,6,3,58.1,63.0,6.6,6.52,3.81,4518.189329353752
4144,1.01,4,3,4,61.6,59.0,6.45,6.47,3.98,4980.911357560015
4145,1.0,5,5,6,59.7,60.0,6.48,6.52,3.88,6988.806729895865
4146,0.41,3,5,2,60.8,58.0,4.78,4.83,2.92,733.0969628076992
4147,1.12,3,4,1,61.2,63.0,6.68,6.59,4.05,3277.3359964109964
4148,0.5,2,7,3,63.6,54.0,5.02,5.08,3.21,1366.3429932284646
4149,1.0,4,6,3,61.7,58.0,6.42,6.35,3.94,5159.147963570574
4150,0.81,3,4,5,62.6,55.0,5.92,5.97,3.72,3855.092236140753
4151,1.31,5,5,2,62.7,57.0,7.05,6.98,4.4,6857.957177673195
4152,1.43,3,4,4,62.2,58.0,7.15,7.18,4.46,10098.838438532037
4153,0.54,3,3,4,63.2,55.0,5.24,5.2,3.3,1490.7059153665257
4154,0.39,2,4,4,63.8,59.0,4.66,4.59,2.95,841.5130457941274
4155,0.25,5,4,6,62.1,57.0,4.01,4.07,2.5,483.1247876688619
4156,0.31,5,7,3,62.4,53.0,4.33,4.35,2.71,606.4205373723281
4157,0.32,5,5,6,61.2,57.0,4.43,4.4,2.7,817.9820103207597
4158,0.64,5,7,5,61.5,56.0,5.54,5.55,3.41,3033.630582473594
4159,1.04,4,3,7,60.4,58.0,6.58,6.53,3.96,6884.759786278922
4160,0.37,5,3,4,61.7,55.0,4.64,4.67,2.87,768.2375447586826
4161,0.7,4,4,2,60.0,60.0,5.69,5.65,3.51,1939.3604410932987
4162,1.7,3,2,3,61.9,62.0,7.52,7.58,4.67,10054.315945663846
4163,1.02,4,4,6,62.2,60.0,6.39,6.43,3.99,6675.469926470637
4164,0.7,3,2,5,63.1,54.0,5.61,5.67,3.56,2417.272241975841
4165,1.53,3,4,6,62.5,57.0,7.33,7.38,4.6,13933.325840104173
4166,0.95,2,7,2,56.5,61.0,6.53,6.5,3.68,3765.7923621720875
4167,0.5,5,7,4,61.7,56.0,5.12,5.14,3.16,1712.3993057872494
4168,0.7,5,6,4,62.2,55.0,5.64,5.67,3.52,3091.583522143341
4169,2.52,4,2,3,58.5,59.0,8.9,8.87,5.2,21685.06918898328
4170,0.36,4,4,2,59.3,59.0,4.66,4.62,2.75,554.5493107793269
4171,0.34,3,5,2,63.5,56.0,4.48,4.44,2.83,515.332776297204
4172,0.51,3,6,2,58.3,61.9,5.19,5.2,3.04,1162.9090673278417
4173,0.56,5,6,5,60.8,55.0,5.37,5.32,3.25,2260.683799934463
4174,1.13,4,4,5,61.6,58.0,6.76,6.68,4.14,7416.828039502408
4175,2.09,3,5,2,62.7,61.0,8.07,8.14,5.08,15736.930133499589
4176,1.51,5,3,4,61.9,59.0,7.29,7.34,4.53,10849.466610322708
4177,0.34,5,5,7,61.4,57.0,4.5,4.53,2.77,987.2903304794233
4178,1.01,2,1,3,58.8,57.0,6.57,6.63,3.88,2995.0155018556534
4179,1.14,5,3,6,61.9,56.0,6.69,6.72,4.15,7764.216716168545
4180,1.01,2,3,3,63.1,60.0,6.37,6.41,4.03,4060.104533780368
4181,0.71,2,2,5,59.1,63.4,5.76,5.81,3.42,2388.2113429509604
4182,0.36,4,4,8,62.5,60.0,4.49,4.53,2.82,1078.701138294641
4183,1.2,4,3,2,62.5,58.0,6.74,6.69,4.2,4940.464565630744
4184,0.52,5,3,4,61.7,54.0,5.18,5.22,3.21,1458.0189646256486
4185,0.63,4,2,5,62.0,58.0,5.52,5.45,3.4,2037.6676728755704
4186,1.01,4,5,3,62.2,59.0,6.41,6.36,3.97,4997.867414813823
4187,0.41,3,6,2,63.2,58.0,4.72,4.68,2.97,771.0642509693248
4188,0.52,2,2,3,63.6,60.0,5.1,5.05,3.23,1039.799508236908
4189,0.31,5,2,2,62.0,54.1,4.32,4.35,2.69,352.84117912123224
4190,1.5,4,3,1,62.9,60.0,7.31,7.22,4.57,5391.8871464366775
4191,1.02,2,3,2,60.3,63.0,6.45,6.49,3.9,3404.687746903678
4192,0.25,4,3,7,60.1,62.0,4.11,4.08,2.46,470.2354267957867
4193,0.31,2,3,7,63.7,56.0,4.33,4.3,2.75,659.7730071069437
4194,0.26,5,3,6,61.8,55.7,4.08,4.1,2.53,480.31542826986663
4195,0.73,3,7,4,63.5,58.0,5.68,5.72,3.62,3325.096605551093
4196,1.51,2,2,5,63.6,57.0,7.14,7.21,4.56,9887.16923288419
4197,0.72,3,6,2,61.4,58.0,5.76,5.8,3.55,2225.895818064671
4198,0.31,2,4,4,64.4,54.0,4.24,4.29,2.75,546.1967886582278
4199,1.01,5,5,5,61.7,56.0,6.48,6.45,3.99,6524.325015950411
4200,1.0,4,7,5,62.7,54.0,6.38,6.35,3.99,6880.119150823793
4201,1.12,3,2,4,62.9,55.9,6.59,6.62,4.16,5261.529995839751
4202,1.14,3,5,7,62.2,55.9,6.67,6.69,4.16,9171.495241788862
4203,0.75,5,4,2,62.5,55.0,5.82,5.77,3.62,2256.0271205736985
4204,0.54,4,3,7,62.0,57.0,5.25,5.2,3.24,2004.4484789000155
4205,1.55,4,3,4,61.7,59.0,7.44,7.4,4.58,11156.099616869213
4206,0.32,5,7,2,61.1,56.0,4.41,4.39,2.69,529.9288728587169
4207,1.01,4,4,6,61.9,59.0,6.41,6.45,3.98,6552.787829258308
4208,0.3,5,6,6,62.2,57.0,4.28,4.31,2.67,761.9086976012863
4209,0.4,3,7,4,63.6,55.0,4.68,4.72,2.99,1071.3267514609674
4210,1.12,5,3,5,60.9,57.0,6.71,6.73,4.09,6880.535479400311
4211,0.41,5,3,5,61.8,56.0,4.78,4.73,2.94,1037.3924886915606
4212,1.15,5,3,3,61.9,55.0,6.74,6.77,4.18,5659.241995514113
4213,1.04,5,6,6,61.0,57.0,6.61,6.57,4.02,7914.0907052851935
4214,2.02,1,4,1,65.6,57.0,7.87,7.8,5.15,8955.466573256392
4215,1.11,5,5,7,59.7,58.0,6.7,6.74,4.01,9159.345434891158
4216,0.62,4,4,6,59.2,59.0,5.58,5.56,3.3,2614.7121646518153
4217,0.31,5,2,5,61.9,54.0,4.34,4.38,2.7,547.7369953717832
4218,0.9,2,4,2,63.8,56.0,6.16,6.13,3.92,2912.991252284806
4219,0.44,4,6,6,60.0,59.0,4.95,4.99,2.98,1533.8507959670383
4220,0.91,3,2,2,62.8,61.0,6.15,6.18,3.87,2551.8496794134917
4221,0.73,4,6,4,61.6,59.0,5.77,5.73,3.54,3275.0605264056444
4222,1.5,2,3,4,63.6,58.0,7.22,7.27,4.61,9815.105721657392
4223,0.5,4,4,6,59.6,60.0,5.18,5.15,3.08,1743.9655830762663
4224,0.57,4,7,4,61.7,60.0,5.32,5.28,3.27,2145.1945580060146
4225,0.54,5,7,4,61.9,55.0,5.24,5.23,3.24,1979.3942069029886
4226,1.02,5,3,4,60.4,57.0,6.58,6.54,3.96,5183.680931919595
4227,0.31,2,6,8,64.2,60.0,4.22,4.28,2.73,852.3105851443632
4228,0.34,5,6,2,62.9,56.0,4.48,4.45,2.81,569.1759203574181
4229,0.5,5,5,2,61.7,55.0,5.13,5.15,3.17,1118.5478850280301
4230,0.3,5,4,2,62.1,58.0,4.27,4.3,2.66,401.9189902112354
4231,0.4,5,5,3,61.6,55.0,4.72,4.76,2.92,892.7230686254021
4232,0.7,3,4,3,63.3,61.0,5.6,5.55,3.53,2292.0194785284234
4233,0.31,2,7,3,63.5,56.0,4.29,4.31,2.73,555.511955969663
4234,1.21,2,4,3,63.8,58.0,6.75,6.64,4.27,6178.226491953229
4235,0.82,3,6,4,62.8,59.0,5.92,5.93,3.72,3965.731919685384
4236,0.5,1,4,5,64.9,57.0,4.98,4.94,3.22,1399.3327993325877
4237,1.04,3,6,3,62.8,59.0,6.46,6.41,4.04,5403.696327824279
4238,1.31,4,3,2,60.8,58.0,7.13,7.08,4.32,5827.473683855716
4239,2.07,3,3,3,62.1,59.0,8.15,8.2,5.08,16297.945391469559
4240,2.01,3,2,4,62.4,58.0,8.06,7.99,5.01,15822.646881314926
4241,1.06,5,3,4,61.2,55.0,6.57,6.61,4.03,5573.015418191447
4242,0.9,4,5,4,61.9,55.0,6.25,6.23,3.86,4618.123588084843
4243,1.02,5,4,2,62.4,54.0,6.39,6.47,4.02,4024.9399623650534
4244,0.71,4,6,4,61.0,60.0,5.76,5.69,3.49,3108.174188815556
4245,0.5,5,6,3,63.0,56.0,5.13,5.06,3.21,1429.2210171118218
4246,0.54,4,3,5,62.6,59.0,5.22,5.19,3.26,1705.5332680897843
4247,1.12,5,7,3,60.5,56.0,6.75,6.78,4.09,6808.568454089179
4248,0.31,5,2,3,61.3,55.0,4.39,4.42,2.7,428.6422043699817
4249,2.13,4,1,2,62.6,58.0,8.21,8.18,5.13,10734.89955292787
4250,1.74,5,6,3,62.2,56.0,7.72,7.67,4.79,14953.273076766398
4251,0.62,1,5,3,55.1,66.0,5.85,5.7,3.18,1746.5014636720882
4252,0.8,4,6,3,62.9,60.0,5.89,5.87,3.7,3389.4130324673683
4253,0.5,3,5,5,61.9,62.0,5.02,5.06,3.12,1653.5517314191034
4254,0.32,3,6,7,60.9,58.0,4.49,4.45,2.72,882.215451796238
4255,1.07,5,6,2,62.4,60.0,6.49,6.52,4.06,4927.846526557721
4256,2.5,1,3,2,64.9,58.0,8.46,8.43,5.48,17229.97572531849
4257,0.31,5,7,4,61.2,55.0,4.38,4.35,2.67,696.2075353504667
4258,0.37,5,1,8,61.9,54.0,4.63,4.68,2.88,790.3835097565291
4259,1.3,4,5,5,61.0,59.0,7.05,7.08,4.31,10271.841617987233
4260,1.02,4,6,3,62.8,58.0,6.45,6.39,4.03,5355.125045060485
4261,0.36,5,4,3,61.1,55.0,4.58,4.62,2.81,688.2235767308866
4262,1.14,4,7,2,59.2,61.0,6.84,6.82,4.04,5672.029801480855
4263,0.7,3,6,2,63.2,61.0,5.62,5.59,3.54,2110.9157258725154
4264,0.3,4,6,4,61.8,58.0,4.28,4.26,2.64,613.9225063148085
4265,0.71,5,7,2,61.0,56.0,5.77,5.8,3.53,2375.9615489201938
4266,0.4,4,5,7,61.1,59.0,4.75,4.78,2.91,1312.3657693353534
4267,1.18,4,2,2,60.8,58.0,6.84,6.78,4.14,4278.161547985274
4268,0.34,5,6,7,62.2,56.0,4.46,4.44,2.77,1038.4223612723697
4269,1.5,4,4,3,62.3,58.0,7.33,7.27,4.55,9893.24059089472
4270,0.72,3,5,2,58.5,60.0,5.86,5.93,3.45,2116.292464211892
4271,1.03,5,6,6,60.6,59.0,6.5,6.53,3.95,7771.43027636232
4272,0.28,3,2,4,61.9,57.0,4.16,4.19,2.58,386.90776745420237
4273,0.31,5,1,3,62.4,53.0,4.38,4.4,2.74,353.77329383411654
4274,1.02,3,7,2,62.7,59.0,6.36,6.44,4.01,4475.4724525082
4275,0.7,2,2,2,63.5,56.0,5.59,5.63,3.56,1497.8967176425483
4276,1.34,3,6,2,62.1,63.0,7.06,7.01,4.37,7168.164277250756
4277,2.07,3,1,4,61.3,56.0,8.16,8.2,5.02,13802.556582693067
4278,0.74,1,4,3,64.8,59.0,5.63,5.6,3.64,2290.8537757741246
4279,0.58,5,6,2,61.4,57.1,5.36,5.38,3.3,1555.748730131451
4280,0.31,5,7,5,60.5,57.0,4.39,4.41,2.66,774.9096091932159
4281,0.54,5,4,6,62.6,57.0,5.19,5.23,3.26,2059.391297589957
4282,1.01,4,5,5,62.5,58.0,6.42,6.37,4.0,6386.484702504417
4283,1.29,5,4,6,62.4,57.0,6.97,6.94,4.34,10611.391045775836
4284,1.01,3,3,3,61.9,59.0,6.4,6.43,3.97,4220.735146578895
4285,1.14,5,3,3,62.3,56.0,6.69,6.77,4.19,5566.948009789569
4286,0.3,5,6,7,62.5,56.0,4.28,4.3,2.68,820.4163293914448
4287,1.33,5,3,3,62.7,56.0,7.04,6.99,4.4,7441.467372952554
4288,0.35,4,3,3,60.0,61.0,4.6,4.57,2.75,589.9568773201767
4289,0.77,3,1,7,62.8,58.0,5.78,5.84,3.65,2805.5681437120797
4290,0.41,2,2,3,63.8,57.0,4.7,4.67,2.99,664.6870339414429
4291,1.02,2,7,3,63.3,58.0,6.35,6.39,4.03,5230.023831348519
4292,0.78,3,1,4,63.0,58.0,5.84,5.87,3.69,2197.476657483094
4293,0.38,5,6,6,62.4,56.0,4.63,4.69,2.91,1189.0124147965923
4294,1.06,3,5,3,61.2,57.0,6.58,6.68,4.06,5325.207775802354
4295,1.02,5,3,6,62.1,56.0,6.5,6.45,4.02,6297.293379821808
4296,0.71,5,7,3,62.4,57.0,5.69,5.72,3.56,2886.3904104502053
4297,1.51,5,2,3,62.2,56.0,7.36,7.27,4.55,8446.471341103075
4298,0.41,5,6,5,62.0,55.0,4.77,4.74,2.95,1256.935475061939
4299,0.7,4,6,2,59.8,61.0,5.76,5.74,3.44,2169.835392814666
4300,0.39,4,5,7,59.7,58.0,4.75,4.73,2.83,1251.2778874681314
4301,0.71,5,6,2,62.7,56.0,5.68,5.71,3.57,2276.6620983814555
4302,0.31,5,4,3,61.2,56.0,4.37,4.39,2.68,519.3555945839993
4303,0.5,4,4,2,60.7,57.0,5.15,5.07,3.1,1029.2994989895371
4304,0.51,5,5,5,62.5,55.0,5.08,5.13,3.19,1802.3495569679312
4305,0.36,4,5,4,60.5,60.0,4.61,4.55,2.77,822.734599361441
4306,1.15,4,4,5,63.0,60.0,6.68,6.6,4.18,7665.903140532805
4307,0.71,5,1,5,62.3,55.0,5.7,5.73,3.56,2151.708139060092
4308,0.4,4,6,8,61.3,58.0,4.77,4.73,2.91,1471.693921597865
4309,0.51,5,6,3,61.7,56.0,5.13,5.17,3.18,1483.5118739966024
4310,0.71,2,4,4,64.0,55.0,5.65,5.67,3.62,2599.7423831209217
4311,1.09,4,5,3,62.7,58.0,6.56,6.51,4.1,5769.15346944125
4312,2.14,5,3,2,61.9,57.0,8.34,8.28,5.14,14998.215523994533
4313,1.29,5,5,5,60.7,57.0,7.08,7.05,4.29,10342.084674792586
4314,1.03,5,5,3,61.3,57.0,6.58,6.51,4.01,5297.748330975048
4315,0.36,5,6,5,61.6,57.0,4.54,4.58,2.81,983.9543451469738
4316,0.31,5,2,8,61.3,57.0,4.4,4.34,2.68,686.3414563087493
4317,0.41,4,2,7,61.9,57.0,4.82,4.78,2.97,1066.6841311357146
4318,0.31,5,7,3,62.4,56.0,4.33,4.35,2.71,606.4205373723281
4319,1.56,2,1,4,62.3,64.0,7.41,7.36,4.6,7795.1717083255
4320,0.3,5,7,4,61.0,55.0,4.38,4.34,2.66,654.5277993933988
4321,1.51,4,3,3,61.2,60.0,7.46,7.37,4.54,9250.599046542751
4322,0.74,4,5,2,59.6,58.0,5.91,5.87,3.51,2290.5214879919554
4323,0.4,2,4,4,62.8,54.4,4.67,4.7,2.94,882.5960458583382
4324,0.82,4,4,2,60.7,61.0,6.01,5.98,3.64,2612.344850100038
4325,1.2,5,3,2,61.0,57.0,6.9,6.84,4.19,5047.095242132366
4326,0.9,2,5,4,63.3,57.0,6.04,6.09,3.84,4321.74135700191
4327,0.33,4,6,4,61.1,59.0,4.49,4.45,2.73,734.5882770001426
4328,0.31,5,5,4,61.9,54.0,4.38,4.35,2.7,634.262070569314
4329,0.91,3,5,4,62.1,58.0,6.19,6.24,3.86,4587.1671370033855
4330,1.11,3,4,2,63.2,56.0,6.61,6.56,4.16,4494.3636779275175
4331,0.31,4,3,6,60.6,60.0,4.34,4.38,2.64,654.7416340810848
4332,1.25,4,3,2,60.5,61.0,6.97,6.91,4.2,5335.141256347133
4333,0.4,3,5,2,62.6,53.0,4.7,4.75,2.96,699.7960510558023
4334,1.53,4,6,2,58.9,59.0,7.63,7.55,4.47,9457.640344301139
4335,1.0,2,5,2,60.2,65.0,6.38,6.41,3.85,3778.560597954501
4336,1.02,3,6,4,59.2,58.0,6.52,6.58,3.88,5981.065264270766
4337,0.9,2,7,3,63.6,63.0,6.07,6.03,3.85,4132.034434512039
4338,0.6,4,4,7,60.0,58.0,5.53,5.43,3.29,2646.9432443287237
4339,1.0,1,1,3,64.9,58.0,6.29,6.23,4.06,2750.783434216228
4340,0.59,3,6,3,62.9,58.0,5.31,5.34,3.35,1858.6721480004258
4341,0.32,5,7,7,61.8,56.0,4.39,4.41,2.72,966.8188195923611
4342,1.11,4,6,2,62.5,58.0,6.61,6.63,4.14,5168.831345124665
4343,0.72,3,4,2,59.7,56.0,5.83,5.89,3.5,1989.4662562167655
4344,1.12,5,4,2,62.4,56.0,6.63,6.67,4.15,4799.887479564589
4345,0.56,5,4,4,62.0,56.0,5.28,5.3,3.28,1815.3452750750512
4346,0.23,3,6,6,63.8,57.0,3.88,3.9,2.48,439.9678455176822
4347,1.06,4,6,4,62.3,58.0,6.52,6.49,4.05,6609.771065945385
4348,0.33,3,5,5,59.3,56.0,4.49,4.55,2.68,756.2602581240958
4349,1.01,1,5,2,58.2,61.0,6.48,6.52,3.78,3602.9273734687404
4350,1.01,3,5,4,59.1,59.0,6.58,6.65,3.91,5582.049147058911
4351,1.32,4,5,2,60.6,60.0,7.05,7.1,4.29,6809.872233268834
4352,2.0,5,3,4,62.4,55.0,8.03,7.94,4.99,18416.15366606053
4353,0.73,4,4,1,62.5,58.0,5.82,5.74,3.61,1504.8392399563236
4354,0.71,4,6,3,59.2,59.0,5.83,5.86,3.46,2707.3258563332033
4355,0.7,3,5,3,60.3,59.0,5.73,5.82,3.48,2438.1331098626415
4356,1.16,5,7,5,61.2,58.0,6.73,6.76,4.13,9294.48641740466
4357,2.01,3,1,2,63.3,56.0,7.86,7.96,5.01,9363.296321309848
4358,1.0,3,7,3,61.4,63.0,6.35,6.41,3.92,5237.968960540547
4359,1.04,1,4,2,66.1,60.0,6.32,6.23,4.15,3578.898233375469
4360,2.0,2,4,2,64.3,60.0,7.87,7.83,5.05,13099.043502243276
4361,0.42,5,5,6,61.6,56.0,4.85,4.83,2.98,1364.8676948386087
4362,1.0,2,3,3,64.9,56.0,6.24,6.31,4.07,3984.7522083662125
4363,0.7,5,5,5,61.2,58.0,5.7,5.73,3.5,3271.6298550025754
